Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1103471.12
Extraction Timestamp,20250727_192916
Monthly Income,"12,000.00"
Total Investment Amount,"1,446,345.47"
Total Investment Final Value,"5,216,551.73"
Total Investment Profit After Tax,"2,122,384.58"
Effective Annual Return After Tax,3.86%
Weighted Monthly Payment (30 years),"10,470.82"
Weighted Cost (should be ~0),0.84
Weighted Investment Profit,"1,873,655.38"
Weighted Calculation Converged,Yes
