Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),216
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,621509.90
Extraction Timestamp,20250727_171049
Monthly Income,"12,000.00"
Total Investment Amount,"576,134.01"
Total Investment Final Value,"1,140,222.07"
Total Investment Profit After Tax,"287,742.11"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"9,967.75"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"1,015,866.28"
Weighted Calculation Converged,Yes
