Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),204
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,233094.67
Extraction Timestamp,20250727_193341
Monthly Income,"12,000.00"
Total Investment Amount,"1,075,223.13"
Total Investment Final Value,"2,044,019.51"
Total Investment Profit After Tax,"489,397.07"
Effective Annual Return After Tax,3.34%
Weighted Monthly Payment (30 years),"6,597.06"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"372,776.80"
Weighted Calculation Converged,Yes
