Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),192
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,489769.85
Extraction Timestamp,20250727_191825
Monthly Income,"12,000.00"
Total Investment Amount,"472,388.29"
Total Investment Final Value,"867,259.49"
Total Investment Profit After Tax,"198,136.92"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"9,466.85"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"831,611.55"
Weighted Calculation Converged,Yes
