Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),300
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,321277.25
Extraction Timestamp,20250727_225526
Monthly Income,"12,000.00"
Total Investment Amount,"2,064,805.32"
Total Investment Final Value,"5,571,955.50"
Total Investment Profit After Tax,"1,890,809.52"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"5,901.25"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"535,194.47"
Weighted Calculation Converged,Yes
