Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),264
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,457641.51
Extraction Timestamp,20250727_161045
Monthly Income,"12,000.00"
Total Investment Amount,"1,423,224.53"
Total Investment Final Value,"3,350,263.64"
Total Investment Profit After Tax,"1,014,706.74"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"7,531.01"
Weighted Cost (should be ~0),0.44
Weighted Investment Profit,"744,775.91"
Weighted Calculation Converged,Yes
