Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),300
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,713949.44
Extraction Timestamp,20250728_100252
Monthly Income,"12,000.00"
Total Investment Amount,"1,672,133.12"
Total Investment Final Value,"4,254,921.17"
Total Investment Profit After Tax,"1,385,262.47"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"8,177.35"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"927,866.50"
Weighted Calculation Converged,Yes
