Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),288
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,384806.73
Extraction Timestamp,20250727_185907
Monthly Income,"12,000.00"
Total Investment Amount,"1,819,697.02"
Total Investment Final Value,"4,691,883.35"
Total Investment Profit After Tax,"1,536,579.14"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"6,573.04"
Weighted Cost (should be ~0),-0.31
Weighted Investment Profit,"636,302.67"
Weighted Calculation Converged,Yes
