Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),228
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,366088.21
Extraction Timestamp,20250727_180050
Monthly Income,"12,000.00"
Total Investment Amount,"1,088,890.93"
Total Investment Final Value,"2,279,173.10"
Total Investment Profit After Tax,"612,332.81"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"7,602.64"
Weighted Cost (should be ~0),-0.58
Weighted Investment Profit,"647,108.49"
Weighted Calculation Converged,Yes
