Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),204
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,580108.76
Extraction Timestamp,20250727_230748
Monthly Income,"12,000.00"
Total Investment Amount,"586,061.11"
Total Investment Final Value,"1,063,697.12"
Total Investment Profit After Tax,"240,277.55"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"9,517.15"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"861,938.80"
Weighted Calculation Converged,Yes
