Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),300
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,668080.38
Extraction Timestamp,20250727_153526
Monthly Income,"12,000.00"
Total Investment Amount,"1,398,876.77"
Total Investment Final Value,"3,905,607.06"
Total Investment Profit After Tax,"1,356,292.02"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"8,861.45"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"1,201,124.22"
Weighted Calculation Converged,Yes
