Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),168
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,403546.79
Extraction Timestamp,20250727_182010
Monthly Income,"12,000.00"
Total Investment Amount,"386,993.08"
Total Investment Final Value,"629,701.72"
Total Investment Profit After Tax,"119,103.59"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"9,001.10"
Weighted Cost (should be ~0),0.57
Weighted Investment Profit,"629,007.48"
Weighted Calculation Converged,Yes
