Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),348
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,599024.12
Extraction Timestamp,20250727_155501
Monthly Income,"12,000.00"
Total Investment Amount,"1,751,846.38"
Total Investment Final Value,"6,344,906.59"
Total Investment Profit After Tax,"2,572,363.40"
Effective Annual Return After Tax,4.02%
Weighted Monthly Payment (30 years),"8,321.22"
Weighted Cost (should be ~0),-0.73
Weighted Investment Profit,"1,424,152.89"
Weighted Calculation Converged,Yes
