Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),204
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,486245.28
Extraction Timestamp,20250727_173430
Monthly Income,"12,000.00"
Total Investment Amount,"748,198.31"
Total Investment Final Value,"1,368,484.83"
Total Investment Profit After Tax,"312,135.08"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"8,614.35"
Weighted Cost (should be ~0),-0.67
Weighted Investment Profit,"699,801.02"
Weighted Calculation Converged,Yes
