Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,249983.50
Extraction Timestamp,20250727_183517
Monthly Income,"12,000.00"
Total Investment Amount,"36,501.82"
Total Investment Final Value,"43,406.05"
Total Investment Profit After Tax,"3,149.31"
Effective Annual Return After Tax,1.50%
Weighted Monthly Payment (30 years),"8,869.61"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"405,166.73"
Weighted Calculation Converged,Yes
