Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),144
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,393279.56
Extraction Timestamp,20250727_175828
Monthly Income,"12,000.00"
Total Investment Amount,"49,649.17"
Total Investment Final Value,"74,515.06"
Total Investment Profit After Tax,"12,060.45"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"9,959.74"
Weighted Cost (should be ~0),-0.41
Weighted Investment Profit,"678,350.41"
Weighted Calculation Converged,Yes
