Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,636086.33
Extraction Timestamp,20250727_153935
Monthly Income,"12,000.00"
Total Investment Amount,"2,357,273.51"
Total Investment Final Value,"7,874,765.61"
Total Investment Profit After Tax,"3,083,954.59"
Effective Annual Return After Tax,3.62%
Weighted Monthly Payment (30 years),"7,077.14"
Weighted Cost (should be ~0),0.31
Weighted Investment Profit,"962,726.80"
Weighted Calculation Converged,Yes
