Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),300
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,760578.43
Extraction Timestamp,20250727_174037
Monthly Income,"12,000.00"
Total Investment Amount,"1,505,379.48"
Total Investment Final Value,"3,913,915.46"
Total Investment Profit After Tax,"1,295,015.53"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"8,797.82"
Weighted Cost (should be ~0),-0.04
Weighted Investment Profit,"1,094,620.48"
Weighted Calculation Converged,Yes
