Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),336
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,470016.47
Extraction Timestamp,20250727_192158
Monthly Income,"12,000.00"
Total Investment Amount,"2,220,722.14"
Total Investment Final Value,"6,909,524.40"
Total Investment Profit After Tax,"2,587,204.26"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"6,589.53"
Weighted Cost (should be ~0),0.83
Weighted Investment Profit,"811,278.68"
Weighted Calculation Converged,Yes
