Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),252
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,402508.25
Extraction Timestamp,20250727_173335
Monthly Income,"12,000.00"
Total Investment Amount,"1,349,523.24"
Total Investment Final Value,"3,054,501.88"
Total Investment Profit After Tax,"890,898.17"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"7,353.25"
Weighted Cost (should be ~0),0.57
Weighted Investment Profit,"674,477.33"
Weighted Calculation Converged,Yes
