Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),180
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,236245.13
Extraction Timestamp,20250727_195053
Monthly Income,"12,000.00"
Total Investment Amount,"709,433.07"
Total Investment Final Value,"1,263,759.79"
Total Investment Profit After Tax,"275,813.61"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,472.57"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"450,566.84"
Weighted Calculation Converged,Yes
