Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),360
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,875406.69
Extraction Timestamp,20250728_104130
Monthly Income,"12,000.00"
Total Investment Amount,"2,277,988.02"
Total Investment Final Value,"7,105,441.10"
Total Investment Profit After Tax,"2,682,026.18"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,979.17"
Weighted Cost (should be ~0),-0.43
Weighted Investment Profit,"1,042,011.55"
Weighted Calculation Converged,Yes
