Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,694457.37
Extraction Timestamp,20250729_030000
Monthly Income,"12,000.00"
Total Investment Amount,"2,241,496.16"
Total Investment Final Value,"8,248,996.31"
Total Investment Profit After Tax,"3,379,989.65"
Effective Annual Return After Tax,3.93%
Weighted Monthly Payment (30 years),"6,703.89"
Weighted Cost (should be ~0),0.67
Weighted Investment Profit,"1,078,504.51"
Weighted Calculation Converged,Yes
