Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,349429.56
Extraction Timestamp,20250727_152330
Monthly Income,"12,000.00"
Total Investment Amount,"1,423,143.18"
Total Investment Final Value,"3,003,122.49"
Total Investment Profit After Tax,"816,448.59"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"6,598.95"
Weighted Cost (should be ~0),-0.57
Weighted Investment Profit,"456,856.25"
Weighted Calculation Converged,Yes
