Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),108
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,185840.06
Extraction Timestamp,20250727_154208
Monthly Income,"12,000.00"
Total Investment Amount,182.48
Total Investment Final Value,185.30
Total Investment Profit After Tax,1.22
Effective Annual Return After Tax,0.15%
Weighted Monthly Payment (30 years),"8,621.63"
Weighted Cost (should be ~0),0.51
Weighted Investment Profit,"324,278.13"
Weighted Calculation Converged,Yes
