Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),156
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,168598.90
Extraction Timestamp,20250727_163847
Monthly Income,"12,000.00"
Total Investment Amount,"479,163.17"
Total Investment Final Value,"805,414.25"
Total Investment Profit After Tax,"159,892.43"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"7,634.10"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"392,836.28"
Weighted Calculation Converged,Yes
