Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),192
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,277258.73
Extraction Timestamp,20250727_185519
Monthly Income,"12,000.00"
Total Investment Amount,"796,172.68"
Total Investment Final Value,"1,472,498.40"
Total Investment Profit After Tax,"339,307.80"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,548.26"
Weighted Cost (should be ~0),0.87
Weighted Investment Profit,"507,828.20"
Weighted Calculation Converged,Yes
