Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),324
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,664985.52
Extraction Timestamp,20250727_155456
Monthly Income,"12,000.00"
Total Investment Amount,"1,727,647.82"
Total Investment Final Value,"5,210,271.68"
Total Investment Profit After Tax,"1,910,529.80"
Effective Annual Return After Tax,3.67%
Weighted Monthly Payment (30 years),"8,267.46"
Weighted Cost (should be ~0),-0.98
Weighted Investment Profit,"1,160,351.19"
Weighted Calculation Converged,Yes
