Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),180
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,176514.71
Extraction Timestamp,20250727_181141
Monthly Income,"12,000.00"
Total Investment Amount,"719,373.50"
Total Investment Final Value,"1,315,218.13"
Total Investment Profit After Tax,"297,209.51"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,300.99"
Weighted Cost (should be ~0),-0.68
Weighted Investment Profit,"440,625.82"
Weighted Calculation Converged,Yes
