Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),108
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,126693.40
Extraction Timestamp,20250727_161900
Monthly Income,"12,000.00"
Total Investment Amount,"14,756.97"
Total Investment Final Value,"25,372.05"
Total Investment Profit After Tax,"5,113.04"
Effective Annual Return After Tax,5.39%
Weighted Monthly Payment (30 years),"8,392.80"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"303,548.12"
Weighted Calculation Converged,Yes
