Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),156
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,262275.60
Extraction Timestamp,20250727_195333
Monthly Income,"12,000.00"
Total Investment Amount,"504,945.14"
Total Investment Final Value,"792,002.68"
Total Investment Profit After Tax,"139,578.85"
Effective Annual Return After Tax,3.04%
Weighted Monthly Payment (30 years),"7,680.59"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"367,055.47"
Weighted Calculation Converged,Yes
