Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),312
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,344704.29
Extraction Timestamp,20250727_181918
Monthly Income,"12,000.00"
Total Investment Amount,"1,883,528.69"
Total Investment Final Value,"5,623,764.78"
Total Investment Profit After Tax,"2,041,157.45"
Effective Annual Return After Tax,3.78%
Weighted Monthly Payment (30 years),"6,791.85"
Weighted Cost (should be ~0),0.75
Weighted Investment Profit,"860,472.06"
Weighted Calculation Converged,Yes
