Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),168
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,163052.61
Extraction Timestamp,20250727_181036
Monthly Income,"12,000.00"
Total Investment Amount,"608,978.41"
Total Investment Final Value,"1,068,851.22"
Total Investment Profit After Tax,"227,411.04"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"7,396.06"
Weighted Cost (should be ~0),0.64
Weighted Investment Profit,"407,022.23"
Weighted Calculation Converged,Yes
