Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),192
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,336857.39
Extraction Timestamp,20250727_180044
Monthly Income,"12,000.00"
Total Investment Amount,"659,977.82"
Total Investment Final Value,"1,238,161.07"
Total Investment Profit After Tax,"290,544.31"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"8,294.72"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"644,022.64"
Weighted Calculation Converged,Yes
