Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),288
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,933493.46
Extraction Timestamp,20250727_224254
Monthly Income,"12,000.00"
Total Investment Amount,"1,056,923.77"
Total Investment Final Value,"2,642,030.29"
Total Investment Profit After Tax,"846,966.09"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"10,424.37"
Weighted Cost (should be ~0),0.14
Weighted Investment Profit,"1,399,076.37"
Weighted Calculation Converged,Yes
