Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,403187.95
Extraction Timestamp,20250727_192012
Monthly Income,"12,000.00"
Total Investment Amount,"1,369,384.78"
Total Investment Final Value,"2,861,440.40"
Total Investment Profit After Tax,"770,215.88"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"6,946.04"
Weighted Cost (should be ~0),0.00
Weighted Investment Profit,"510,615.22"
Weighted Calculation Converged,Yes
