Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),168
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,337899.79
Extraction Timestamp,20250727_191548
Monthly Income,"12,000.00"
Total Investment Amount,"479,748.86"
Total Investment Final Value,"792,983.16"
Total Investment Profit After Tax,"153,954.98"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"8,402.19"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"536,250.55"
Weighted Calculation Converged,Yes
