Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,344416.71
Extraction Timestamp,20250728_085511
Monthly Income,"12,000.00"
Total Investment Amount,"1,665,051.23"
Total Investment Final Value,"4,170,863.12"
Total Investment Profit After Tax,"1,331,969.14"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"6,700.01"
Weighted Cost (should be ~0),0.10
Weighted Investment Profit,"646,948.87"
Weighted Calculation Converged,Yes
