Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),108
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,202171.45
Extraction Timestamp,20250727_175448
Monthly Income,"12,000.00"
Total Investment Amount,"41,737.59"
Total Investment Final Value,"47,348.58"
Total Investment Profit After Tax,"2,520.69"
Effective Annual Return After Tax,1.21%
Weighted Monthly Payment (30 years),"8,311.98"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"273,437.15"
Weighted Calculation Converged,Yes
