Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),120
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,238849.66
Extraction Timestamp,20250727_161942
Monthly Income,"12,000.00"
Total Investment Amount,"121,979.86"
Total Investment Final Value,"153,187.23"
Total Investment Profit After Tax,"14,441.14"
Effective Annual Return After Tax,1.98%
Weighted Monthly Payment (30 years),"8,310.30"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"318,366.51"
Weighted Calculation Converged,Yes
