Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),204
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,331971.54
Extraction Timestamp,20250727_183743
Monthly Income,"12,000.00"
Total Investment Amount,"810,357.38"
Total Investment Final Value,"1,581,865.16"
Total Investment Profit After Tax,"390,892.07"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"7,975.24"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"637,642.77"
Weighted Calculation Converged,Yes
