Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),336
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,474621.05
Extraction Timestamp,20250727_155455
Monthly Income,"12,000.00"
Total Investment Amount,"1,989,253.99"
Total Investment Final Value,"6,492,912.30"
Total Investment Profit After Tax,"2,494,257.89"
Effective Annual Return After Tax,3.81%
Weighted Monthly Payment (30 years),"7,231.73"
Weighted Cost (should be ~0),-0.00
Weighted Investment Profit,"1,042,746.00"
Weighted Calculation Converged,Yes
