Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),204
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,536117.75
Extraction Timestamp,20250727_185857
Monthly Income,"12,000.00"
Total Investment Amount,"772,200.05"
Total Investment Final Value,"1,359,909.32"
Total Investment Profit After Tax,"294,236.90"
Effective Annual Return After Tax,2.93%
Weighted Monthly Payment (30 years),"8,660.61"
Weighted Cost (should be ~0),-0.25
Weighted Investment Profit,"675,799.70"
Weighted Calculation Converged,Yes
