Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),300
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,1037696.70
Extraction Timestamp,20250728_002227
Monthly Income,"12,000.00"
Total Investment Amount,"842,825.59"
Total Investment Final Value,"2,443,654.32"
Total Investment Profit After Tax,"870,242.62"
Effective Annual Return After Tax,3.82%
Weighted Monthly Payment (30 years),"11,445.56"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"1,757,174.32"
Weighted Calculation Converged,Yes
