Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),192
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,522369.06
Extraction Timestamp,20250727_195704
Monthly Income,"12,000.00"
Total Investment Amount,"582,133.74"
Total Investment Final Value,"993,152.74"
Total Investment Profit After Tax,"204,335.06"
Effective Annual Return After Tax,2.94%
Weighted Monthly Payment (30 years),"9,091.94"
Weighted Cost (should be ~0),0.65
Weighted Investment Profit,"721,866.91"
Weighted Calculation Converged,Yes
