Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,239340.06
Extraction Timestamp,20250727_224032
Monthly Income,"12,000.00"
Total Investment Amount,"564,334.01"
Total Investment Final Value,"883,490.46"
Total Investment Profit After Tax,"155,129.06"
Effective Annual Return After Tax,3.03%
Weighted Monthly Payment (30 years),"7,318.28"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"307,665.35"
Weighted Calculation Converged,Yes
