Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,209802.08
Extraction Timestamp,20250727_160141
Monthly Income,"12,000.00"
Total Investment Amount,"62,774.82"
Total Investment Final Value,"89,215.04"
Total Investment Profit After Tax,"12,561.59"
Effective Annual Return After Tax,3.08%
Weighted Monthly Payment (30 years),"8,627.69"
Weighted Cost (should be ~0),0.26
Weighted Investment Profit,"377,225.44"
Weighted Calculation Converged,Yes
