Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,316268.61
Extraction Timestamp,20250727_224133
Monthly Income,"12,000.00"
Total Investment Amount,"1,098,462.08"
Total Investment Final Value,"2,341,113.62"
Total Investment Profit After Tax,"640,331.73"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"7,449.81"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"637,537.63"
Weighted Calculation Converged,Yes
