Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),156
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,311155.36
Extraction Timestamp,20250727_191504
Monthly Income,"12,000.00"
Total Investment Amount,"378,192.61"
Total Investment Final Value,"598,011.75"
Total Investment Profit After Tax,"107,036.02"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"8,448.97"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"493,807.69"
Weighted Calculation Converged,Yes
