Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),144
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,310793.61
Extraction Timestamp,20250727_191443
Monthly Income,"12,000.00"
Total Investment Amount,"196,785.39"
Total Investment Final Value,"301,856.42"
Total Investment Profit After Tax,"50,795.73"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"8,990.48"
Weighted Cost (should be ~0),0.12
Weighted Investment Profit,"531,214.73"
Weighted Calculation Converged,Yes
