Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),264
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,579105.47
Extraction Timestamp,20250727_173534
Monthly Income,"12,000.00"
Total Investment Amount,"1,331,942.58"
Total Investment Final Value,"3,049,777.01"
Total Investment Profit After Tax,"902,222.34"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"8,161.78"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"836,057.36"
Weighted Calculation Converged,Yes
