Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),96
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,96
Total Mortgage Interest,126351.55
Extraction Timestamp,20250727_172326
Monthly Income,"12,000.00"
Total Investment Amount,"1,903.72"
Total Investment Final Value,"1,971.32"
Total Investment Profit After Tax,29.54
Effective Annual Return After Tax,0.37%
Weighted Monthly Payment (30 years),"7,984.86"
Weighted Cost (should be ~0),-0.94
Weighted Investment Profit,"189,447.51"
Weighted Calculation Converged,Yes
