Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,263871.47
Extraction Timestamp,20250727_191602
Monthly Income,"12,000.00"
Total Investment Amount,"29,778.86"
Total Investment Final Value,"34,149.13"
Total Investment Profit After Tax,"1,970.87"
Effective Annual Return After Tax,1.18%
Weighted Monthly Payment (30 years),"8,979.57"
Weighted Cost (should be ~0),0.62
Weighted Investment Profit,"419,055.28"
Weighted Calculation Converged,Yes
