Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),132
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,215763.51
Extraction Timestamp,20250727_191313
Monthly Income,"12,000.00"
Total Investment Amount,"310,747.46"
Total Investment Final Value,"440,622.75"
Total Investment Profit After Tax,"61,807.59"
Effective Annual Return After Tax,2.78%
Weighted Monthly Payment (30 years),"7,668.23"
Weighted Cost (should be ~0),0.96
Weighted Investment Profit,"273,253.50"
Weighted Calculation Converged,Yes
