Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,455212.93
Extraction Timestamp,20250728_094126
Monthly Income,"12,000.00"
Total Investment Amount,"556,031.42"
Total Investment Final Value,"908,141.31"
Total Investment Profit After Tax,"173,381.80"
Effective Annual Return After Tax,2.87%
Weighted Monthly Payment (30 years),"8,698.72"
Weighted Cost (should be ~0),-0.57
Weighted Investment Profit,"603,968.01"
Weighted Calculation Converged,Yes
