Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),252
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,350792.03
Extraction Timestamp,20250727_170955
Monthly Income,"12,000.00"
Total Investment Amount,"1,141,687.22"
Total Investment Final Value,"2,791,835.53"
Total Investment Profit After Tax,"867,948.65"
Effective Annual Return After Tax,3.81%
Weighted Monthly Payment (30 years),"8,015.95"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"882,313.08"
Weighted Calculation Converged,Yes
