Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),288
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,579577.34
Extraction Timestamp,20250727_180654
Monthly Income,"12,000.00"
Total Investment Amount,"1,672,121.33"
Total Investment Final Value,"4,149,238.66"
Total Investment Profit After Tax,"1,320,604.87"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"7,566.11"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"783,878.51"
Weighted Calculation Converged,Yes
