Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),336
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,512380.55
Extraction Timestamp,20250727_155524
Monthly Income,"12,000.00"
Total Investment Amount,"2,330,621.78"
Total Investment Final Value,"7,013,647.56"
Total Investment Profit After Tax,"2,576,528.44"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"6,405.53"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"701,378.07"
Weighted Calculation Converged,Yes
