Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,230751.29
Extraction Timestamp,20250727_162242
Monthly Income,"12,000.00"
Total Investment Amount,"1,418,881.37"
Total Investment Final Value,"3,121,743.67"
Total Investment Profit After Tax,"883,659.06"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"6,324.53"
Weighted Cost (should be ~0),0.65
Weighted Investment Profit,"461,119.28"
Weighted Calculation Converged,Yes
